,log_ret,volatility
306,-0.004494627497536047,0.269478540723438
307,0.012710125898029863,0.26787303527026995
308,-0.012021148901696428,0.2680190288396051
309,0.019362786257844013,0.26827498549733286
310,0.018348290917268112,0.26866186704637196
311,0.001212396842642279,0.2686434127030047
312,0.0057028156521499035,0.26860637838460466
313,-0.024884582060099938,0.2692529882002478
314,0.006107504404018087,0.26930309380042755
315,-0.011937893021777746,0.2696072013722715
316,0.005088958132674463,0.2694334526933455
317,-0.02396773370666463,0.2705666376350692
318,0.014695763754980773,0.2689777076528308
319,-0.04013471713584738,0.27204040136920177
320,0.0026285172542143717,0.27156523486764156
321,-0.05871601251099674,0.2777874945139446
322,0.04894539055619444,0.28198835528738625
323,-0.043484365998037434,0.2843478254845293
324,0.023616554785531232,0.28529104061049143
325,0.002913180954387818,0.28504188573303363
326,-0.011668260755137022,0.2852973855963612
327,-0.03326251237095493,0.2871289147621897
328,-0.010912819393149746,0.2868105626199041
329,-0.054481966902436625,0.29045324842476383
330,-0.028039591263035853,0.29154132887266887
331,0.014660208881662164,0.291868261400253
332,0.040615536148908206,0.29328404471867936
333,0.008578802154370938,0.2933202391448078
334,-0.006230053645442081,0.2932725845402399
335,0.01302917230446374,0.293061410961986
336,0.022929143702814538,0.29357320659671154
337,0.00300061615732127,0.2935070848486158
338,0.0004807516576706817,0.2926806656935592
339,-0.015762436499233937,0.2930861000142511
340,-0.014489470136072106,0.293097474642858
341,-0.005081130992540483,0.2928569845427283
342,0.022439730726589127,0.293404754320717
343,0.0017399358230675884,0.29318705114087046
344,-0.019079506519988777,0.29383719593897045
345,0.009990857339141313,0.29373178720754184
346,-0.0011323778804010003,0.2937055041086223
347,0.004804101602749744,0.2937387297065777
348,0.019523578114014336,0.2943601051379782
349,0.007564942215104111,0.293877032406162
350,-1.826549158674552e-05,0.29166005076289847
351,-7.3182822677114e-05,0.2914925019062189
352,-0.013685536612854253,0.29178652742660655
353,-0.034989433683996214,0.2938560705943502
354,0.00927202289269388,0.2927990210523598
355,0.012067527820512059,0.29298898091950604
356,0.013909468595388686,0.29325253667452267
357,-0.019660285332444735,0.29391528967631
358,-0.0025369984205246042,0.2939040212736089
359,-0.023904375896862597,0.29487549776572397
360,-0.03863680475650707,0.2973243641567535
361,0.012793173168691673,0.2960696777498478
362,0.00556330832966565,0.29604433818072184
363,0.019639452770302046,0.2966012277479253
364,0.0007962070985334533,0.29635769942716433
365,0.041914716539297965,0.29929358518531285
366,0.01112612574808036,0.29946377143674874
367,0.009746589587876543,0.2996016594102809
368,0.01894426457276112,0.3001638639280461
369,0.05683437250648296,0.2864479486087091
370,-0.01579133021965109,0.2856144829331511
371,0.013811919900012796,0.28551114694555413
372,-0.016752313978512543,0.2859951836530476
373,0.005101507801962693,0.28596405108916234
374,0.011616986404768957,0.28620577056041757
375,0.00999238249859319,0.2863093920087641
376,-0.022483467707159647,0.2871575868704635
377,0.005386977542110062,0.28719420891447045
378,0.02086186803009814,0.2879435775071671
379,0.002452479080822542,0.2878486328483156
380,-0.01257581727169783,0.2881104742811444
381,-0.02388930346953403,0.28908452491429854
382,0.010606221090754512,0.28918709539901305
383,0.021450244928970314,0.28992036748111993
384,-0.0022787391901473364,0.2899242061567818
385,0.02024194287613266,0.29062948002398836
386,0.006570133961508925,0.29069058397843023
387,-0.018775856507716147,0.29127606800438377
388,-0.009815889076708354,0.291296664464325
389,0.022054442906179694,0.2912493127454631
390,0.007614549296083352,0.29105050209007854
391,0.005790783834495231,0.2904078322038297
392,-0.008289732747357037,0.29053201329450157
393,-0.017487303564749593,0.2902348088159543
394,-0.010018930769355885,0.29024734738924013
395,-0.02371221534161475,0.2912156503776708
396,-0.0016194369182928733,0.2908848236436003
397,-0.017198705327981026,0.2906712926029276
398,-0.012549672193967928,0.2908191743982101
399,0.043770312447186654,0.293812185010332
400,-0.008982911578311277,0.29023299554651305
401,0.02784540492111855,0.29115172838012415
402,0.023707781262009984,0.29181246046216563
403,0.010679651891855515,0.2919924611048337
404,0.008491184128019478,0.2919682603453644
405,-0.0030094089450499193,0.2916104678085444
406,-0.0006093185613333196,0.2915587079806766
407,-0.011844247682340726,0.2918043238141434
408,0.018288098934152616,0.2923651911285359
409,-0.0032407858039696508,0.2923602881090487
410,0.00038373861632423216,0.2923602040290803
411,-0.012157472215566073,0.2925129134152232
412,0.0023755951195257507,0.29251283680015083
413,0.010309155499830277,0.2926827379533799
414,-0.0066197060570060435,0.2926789274720391
415,0.013640218561399698,0.2926912352189546
416,-0.007244176015181365,0.29275964319987374
417,0.006180771725878317,0.2928135231085178
418,0.005448003132591572,0.29284300893142357
419,0.011167134097601875,0.292986442599647
420,-0.000859355041588584,0.29297091171990736
421,0.004211787426855477,0.2929724917161551
422,0.005433545919569464,0.2928936070955645
423,0.029758680157538363,0.293880096700983
424,0.004303902519437194,0.2938775207819196
425,-0.013968581718865851,0.2940173781021316
426,-0.01373556362600868,0.29426914309621827
427,-0.04332377592785862,0.29743697489005355
428,0.0010918906098939377,0.2974160564809091
429,0.004515224235743075,0.2974356887887811
430,0.005861759545614499,0.29748929751410763
431,-0.0074125687683947,0.29758347111365174
432,0.005727667054903371,0.297393767339103
433,0.006864942712766297,0.2964622821536595
434,0.010467846673357846,0.2963873506507948
435,-0.08749339164422046,0.308951035585912
436,-0.0008024126141678271,0.3080217212471816
437,-0.00786999485700038,0.30811613279600325
438,-0.019889039663716752,0.3083951857093991
439,-0.0024437966891494374,0.3083586841367804
440,0.020696151656591135,0.30907351892446056
441,-0.003956198797592191,0.3080177049894908
442,0.004180325315320537,0.3080468886097057
443,0.001240327087777864,0.30753327811442416
444,0.007341784319623133,0.30762080330622066
445,0.018994342006919,0.3082037165329873
446,0.021171817019857816,0.3089332617042469
447,-0.003816239296069621,0.30890857467173566
448,0.005063290460355991,0.30887840732948696
449,0.002636442679114949,0.3088754461423077
450,-0.009118015711081383,0.30900904021520176
451,0.010327514235102822,0.3089075174044954
452,-0.003993522912175276,0.3088751016856692
453,-0.006911803385898494,0.3088862161160983
454,0.001584062216766833,0.3088908337198031
455,-0.0031044714993469797,0.30890007645655115
456,0.015361630163638243,0.30919053856170936
457,-0.009918708378226232,0.3076837440117054
458,-0.0030147311003230095,0.30769279917917364
459,0.0062335757088384436,0.3077292489632293
460,-0.0009678945835006661,0.30772425075631976
461,0.014792139502240469,0.308031406259831
462,-0.00022640179598556264,0.3073192233251924
463,0.00669009749834651,0.30738956425899827
464,-0.0018493734501922588,0.3070577518809343
465,-0.011331591437125074,0.3069098284514745
466,-0.015239673194004743,0.30692025697746755
467,0.003036909019608109,0.30693278587704953
468,0.0005601820529747844,0.3069314626321297
469,-0.011413149824259448,0.3065145120293863
470,0.008130045803295169,0.3065520564579184
471,0.0206561270904643,0.3069984075447063
472,-0.0029016940479147774,0.3070134570038154
473,0.008309640897078434,0.30628856262626736
474,0.006275226872750439,0.30625988317934855
475,0.014201761098917673,0.306567839568645
476,-0.0007731745379865581,0.30539907076043904
477,0.010192701012187479,0.3055551901650879
478,0.009440022405819481,0.3055856089800615
479,-0.005370019098169035,0.30554250358781976
480,0.010434100933748493,0.3054443176895503
481,-0.0035637882015349624,0.3053646076961235
482,0.013417621280890512,0.30545753523627733
483,-0.011271682110747886,0.30568323928395263
484,-0.011119355510875307,0.3057949212496469
485,0.008818782294662354,0.3058021963734237
486,-0.006669059269630031,0.3057947197371191
487,-0.011692335750787547,0.30429276095861946
488,-0.004465637458763185,0.3042129031426356
489,-0.00234325529465505,0.30406878401197945
490,-0.006329050635911453,0.3041216465241364
491,0.014412374008813596,0.3044429049597722
492,0.02338939182847073,0.3050630385026328
493,-0.04141359513937974,0.3077833949284713
494,-0.030115973662155644,0.30926271717684306
495,0.005758316074842694,0.29688150963516396
496,-0.0034838879820419644,0.29680471957421434
497,-0.013507563188277168,0.29694609187670945
498,-0.005420979253185545,0.29691086289995045
499,0.002580285112384434,0.29691322595496267
500,0.006122478998926311,0.2969655318983779
501,0.013955767346025097,0.2969313019074626
502,0.009386348157245638,0.29693597664398014
503,-0.0007964399322965467,0.29693893118744535
504,-0.016609236297019703,0.29723304419848073
505,-0.0006946720168914663,0.2970427661739805
506,0.004671213078785494,0.2969295294234873
507,0.006172578549148491,0.29696803117053705
508,-0.02326277145358736,0.29790088763807304
509,0.0175675725658843,0.2983894414312113
510,0.008587865211130806,0.2984732628892851
511,-0.005957747985730148,0.29841495572762045
512,0.007376494692203889,0.29817054458505504
513,-0.013832542975515344,0.29851423277374617
514,-0.002034348400490411,0.29832748624966066
515,0.011702755756391604,0.2977329650322378
516,0.028743023647308397,0.2982238210721137
517,-0.009393173239413202,0.2983878959122528
518,-0.037030689864892295,0.30074859944026
519,0.022577982645178123,0.30121907190127223
520,-0.021911992481775087,0.30184589681398744
521,0.014311259386569757,0.30215649390525673
522,-0.009562260947228876,0.30232134553406653
523,-0.020298644909564866,0.3030223124042117
524,0.004739133909276829,0.3030134531177956
525,-0.010333579835586042,0.30283429290018915
526,-0.012608245990171935,0.30303630760535527
527,-0.01715553281625725,0.3035129082574211
528,0.01323985599958752,0.30362762809199256
529,-0.01423863914992885,0.3039509135687526
530,0.01765489192380205,0.30441156346946524
531,-0.004038624962353831,0.304444535197891
532,0.0038319860633318457,0.3044196328719677
533,-0.020802383321777803,0.30481641904797435
534,-0.0059986535666506895,0.3047243634301258
535,-0.007121333489980421,0.3047426367534938
536,-0.003642452315852169,0.3045657279117277
537,0.009719228535847241,0.30465581228961175
538,0.011168413571603055,0.3031796631185215
539,0.018536009761800934,0.30370262407530846
540,-0.006936726339589854,0.3033454160276305
541,-0.021528448203986948,0.30388338430969963
542,0.01103213599381122,0.30370566918987746
543,-0.019043486137276345,0.3041156792275422
544,0.007073214272609896,0.303766486711396
545,0.00814829142333276,0.3030868404306874
546,-0.008803804437446473,0.30314108008540946
547,0.027545082496802036,0.30386934447979247
548,0.0006893199546623268,0.3025680945668274
549,0.012599677458930697,0.30206485133587174
550,0.013668680162750718,0.3023143826625338
551,-0.016820787993343685,0.3021110544028456
552,5.122585400151682e-05,0.300859069649883
553,-0.007382073145757955,0.3008160890794223
554,-0.01823296685311593,0.30113614792392385
555,-0.0012437698953427045,0.301041568628855
556,0.010531938697639949,0.30069086041165155
557,-0.0027790760803424316,0.2747423929747793
558,0.003143285470891119,0.2747273999292451
559,0.0069633763685647745,0.2745179048946396
560,0.02095791438025083,0.2750660400053325
561,0.02950681994529347,0.27596908863539593
562,0.007648874888477718,0.2754628021594796
563,-0.012983780574932897,0.27576480578549756
564,0.0006909807205644288,0.2757049377603699
565,0.008793652254133694,0.27471978185272766
566,0.034609976772256225,0.2768223429749558
567,-0.00419806986430968,0.2765910438972368
568,0.0010590371220144796,0.2765486450067653
569,-0.00045820375884007256,0.2754859379864737
570,-0.006231074684683143,0.2751797257963789
571,0.019810418414927533,0.27288265394313804
572,0.002320602244259339,0.27288032101242005
573,-0.0035531736296988007,0.2663775268623728
574,0.0026348694661746793,0.2619334480553495
575,0.00018685667566968478,0.2581931500388408
576,-0.0005450243405402921,0.2571613125109989
577,0.027666689065208156,0.258579330345555
578,0.013020779380154016,0.25857950692743936
579,-0.001676435703455713,0.2563308887338428
580,0.007952864592355027,0.25615598878421625
581,0.0063258632380210345,0.2500968847475059
582,-0.0023656288139856122,0.2483989515278823
583,-0.008966307357037486,0.24824353027802842
584,0.01139101436521336,0.24528424681448846
585,-0.0005613393205476051,0.24517311560732546
586,0.0027002749965104734,0.2450705745889607
587,-0.013963230875241331,0.24523304089482698
588,0.011927694390799434,0.24448870155078997
589,0.015762845166326502,0.2449311952347467
590,-0.009242994652899489,0.24514306623728718
591,0.004989806170395083,0.2446032038998621
592,-0.005929139336122442,0.24420844036578135
593,-0.0004699519595391828,0.24413604033596767
594,0.027071741959519707,0.24458697071305466
595,0.009604852248394191,0.24473498916381156
596,-0.007647969432064506,0.24405460784895208
597,-0.012319266393673416,0.24426258429178907
598,-0.0018942585021768919,0.24427063334278074
599,0.021705664184604786,0.2451143063531577
600,0.005142354286305779,0.24445138001978514
601,0.00042256326669934543,0.2443650516402449
602,0.011622715587152254,0.24459174108848522
603,0.012754502954161136,0.24486706357263652
604,0.0008518559003534698,0.24441484115553283
605,0.008029540498091731,0.24179303078006162
606,0.020750780581238793,0.24244160871203776
607,-0.00029361851103636426,0.24221098178858455
608,0.005723426009743737,0.24192328977439503
609,0.004026570315404013,0.24101815811661018
610,-0.002647282264082926,0.2410200014996359
611,0.00960251062870471,0.23981136668933892
612,-0.006307731837573553,0.23652842232786642
613,0.007252485881428764,0.2363319081158851
614,0.007252275730060951,0.23636595069767471
615,-0.0005209242547204958,0.23568564323964464
616,-0.012861630735596603,0.23612692556254627
617,-0.0183102248076146,0.2334512801895592
618,0.0006313840678569845,0.23324327701220351
619,0.009251165192983978,0.23322568626180168
620,-0.008995957526140274,0.23277057869113385
621,-0.0050749572663736755,0.22603374019169964
622,0.005007828213591218,0.22544856670781716
623,0.014385076977127837,0.2254820569815641
624,-0.08345467636606194,0.24013757302867303
625,-0.019190204429147366,0.24091924665751757
626,-0.0045866725749493745,0.24072126831319698
627,0.002472340849898342,0.24054258442701357
628,-0.0044930143317015074,0.23948552974532825
629,0.0006788919402841969,0.23943719928054966
630,-0.0038583016894951955,0.23860905758582446
631,0.007598940545770221,0.2387073146196026
632,0.0106588217141932,0.2385604794815816
633,0.0004798662737533969,0.23729125426296893
634,-0.007236244513845633,0.23721318419585158
635,-0.0018172505038406472,0.23630080104394033
636,-0.021649153961125656,0.23732312633158736
637,-0.02248065367348172,0.23759064440223315
638,0.01633098337752079,0.23805027434632106
639,0.004319318276604543,0.2373098514550422
640,-0.010340170925417549,0.23733310513370273
641,-0.00991160996298082,0.23655704092441152
642,-0.008139724256524539,0.23659111561349738
643,-0.00012362223460383646,0.23652511091337194
644,0.031978047583410274,0.23849484793345435
645,0.002630425369226585,0.23783161710465542
646,-0.0061384285855081,0.23769203568330322
647,0.0031488119115401,0.2364655274139017
648,-0.010262551914628286,0.23670312305717311
649,0.014356097148418142,0.23643481221058887
650,0.019138516074610982,0.23678261718985166
651,0.011951678350576611,0.23309042933853436
652,0.009321986779548111,0.23305012583279502
653,-0.004477536371218206,0.23150897706531123
654,-0.006088229709629896,0.23043656090738177
655,-0.004656040377010796,0.23026466368593504
656,0.004800717351959112,0.23016417584375687
657,-0.010063061653519416,0.23037690869351615
658,0.0017669368576321842,0.23037905333232864
659,0.016581395003772065,0.2306187251314303
660,0.0009753470542308143,0.22992602609219026
661,0.007341501013572861,0.23000035534784366
662,-0.0010536463773976267,0.23000534104968867
663,0.0264575855950665,0.23111792553856383
664,0.00040220938352823353,0.2311112151897899
665,-0.0013321650467985847,0.230913426576373
666,0.0031196208489813384,0.2308149359784423
667,-0.009360391621002264,0.23065571901462895
668,-0.008602789885042594,0.2307055316651605
669,-0.0008883105868549227,0.23063900429471723
670,-0.0036462467539799923,0.23062122998652526
671,-0.008931270388894906,0.23055787901532718
672,0.01047336803495081,0.23077641314908096
673,0.022186929758680154,0.23177245854795403
674,0.0005805801200524859,0.2317189246898531
675,0.01956766075840131,0.23064646091702717
676,-0.004372830216099114,0.23066262406263927
677,-0.001975484951100227,0.23022517455559474
678,0.006551519638506855,0.2298660490453166
679,0.004541801850165517,0.2256481291774091
680,-0.0020115163342301324,0.22566397998526763
681,-0.022881730865696833,0.2268566754085574
682,0.0023202121608978297,0.22680142360515232
683,-0.013526920201087915,0.22709941486916452
684,-0.0054258168496772625,0.22711725966109617
685,-0.009619839260643956,0.22725097304274816
686,-0.002330624314185817,0.22704343825634174
687,0.053503255334160026,0.21575889621211244
688,0.016995679399996567,0.21634836912017383
689,-0.0007162939688769945,0.21617195319548907
690,-0.003908532939801117,0.21520765598852445
691,0.003921864309254658,0.2151966665093585
692,0.0001989692111344258,0.2142990921698584
693,0.00246432584020195,0.21424497014334887
694,0.02600574050687457,0.21567045953520642
695,-0.021608850648420226,0.21686816393924382
696,0.008814611918475742,0.2169159794984226
697,0.005768576153388339,0.21622068556000215
698,0.004895983384046175,0.2153080127124353
699,0.014647704444322207,0.2156889621711047
700,-0.003763317364922607,0.21570360183103363
701,-0.0022007082897814254,0.2157207421939375
702,0.0027629042951678767,0.21548999830335033
703,0.006315820574684505,0.21535327163902507
704,0.006414808314731106,0.21536245001062015
705,0.017453314388253118,0.21583674882955187
706,-0.01799579622760963,0.21668264399539905
707,0.0038665256871351006,0.21666022907811835
708,0.005240649570828924,0.21622679716657953
709,-0.011242007729600137,0.2162982217090642
710,-0.0008096958005047925,0.2162679242317005
711,0.012139185491210808,0.21649049477533513
712,0.0017739598965199111,0.21648187390322973
713,0.006208852703638817,0.21610612511514676
714,0.018812465090370094,0.21683046047641072
715,0.020601882547623206,0.21763355027446202
716,-0.008646882615960385,0.21783470715048822
717,0.0014663758892738208,0.21747376482076153
718,-0.0012979364412679046,0.21686123302814694
719,0.0039607609868668224,0.2168707909260613
720,-0.008674140107951664,0.21709744122288974
721,-0.0027829201478956835,0.21676414844072056
722,-0.004578443316837968,0.2167325094827153
723,-0.008851764367504728,0.2160825770237264
724,-0.008026759317509943,0.21623849497222478
725,0.004360461726016693,0.21614189476614426
726,0.004169644986446199,0.21610113954211452
727,-0.004243648361211378,0.21576117502337028
728,-0.0011716540106140134,0.21576479085682662
729,-0.0008272380571149202,0.21557355853614493
730,0.0034277845288033584,0.21541914464782422
731,-0.012086258458152614,0.21572018554245054
732,-0.010608463503386359,0.21581105589159774
733,0.008775417253801284,0.215913336527173
734,0.014682154889695539,0.21599093442226086
735,-0.00844845100589375,0.21585022448275315
736,-0.013901692260375173,0.21602317405291446
737,-0.015233589186487182,0.21647129882266739
738,-0.010527081730157529,0.2166385055785463
739,0.003607019308430087,0.21629680027137022
740,0.015984224516782015,0.21676288582406772
741,0.00026574241415185394,0.21673958250742503
742,-0.0004302772755912136,0.21662243564714573
743,-0.010330992041472874,0.21648803217286813
744,0.014524470332683897,0.2157403721314554
745,-0.013719046524352704,0.2120477639446793
746,-0.0215059334671461,0.21095557241722734
747,0.04338447482823561,0.21513451159461283
748,0.0003000441837867899,0.2150872235615553
749,0.00968908987601503,0.21475689364029496
750,0.006846125296382371,0.21472839021383547
751,-0.005361923411618155,0.21482525110136513
752,-0.009537345911308052,0.21503583204303675
753,0.021772147731717262,0.2156447195673726
754,0.006704716398737796,0.2155588110129782
755,-0.005033408357121262,0.2156390571447059
756,0.011127081657151492,0.2151296696644315
757,0.019232654219490015,0.21587011199419429
758,0.018544741659415675,0.21653031232815725
759,-0.0050268622907543295,0.21657148347740138
760,0.018950739625773483,0.21586910898851788
761,-0.0024640967576735214,0.21530188133329206
762,0.00999034741338476,0.21535324505802542
763,-0.0030720535595831675,0.21527307900223194
764,0.01084654836746701,0.215396945111162
765,0.03193855769588337,0.21699108190484012
766,-0.013210707118410235,0.2174685937194655
767,0.005857539380061503,0.21727442452964724
768,-0.0007151958406432364,0.21556675979496184
769,-0.0017185633898588672,0.21531531060323197
770,-0.01953977747629295,0.2128701998743434
771,-0.007482197700949941,0.21201098637901994
772,-0.010785371489601918,0.2110704365846763
